user,member,sex,baby_age,baby_sex
32109,1,2,4,1
32110,2,2,-99,0
32111,3,2,9,2
32112,3,2,8,1
32113,3,2,35,2
32114,2,2,85,1
32115,3,2,10,2
32116,2,-99,-99,-99
32117,3,0,-99,0
32118,2,2,7,1
32119,1,2,-99,0
32120,3,0,5,2
32121,3,-99,-99,-99
32122,2,2,12,2
32123,2,2,1,1
32124,1,2,2,2
32125,3,2,9,2
32126,3,2,7,2
32127,2,-99,-99,-99
32128,2,2,10,2
32129,2,2,-99,0
32130,1,-99,-99,-99
32131,2,2,5,2
32132,3,2,9,2
32133,1,2,88,1
32134,2,2,3,1
32135,2,2,1,2
32136,2,2,-99,0
32137,3,2,4,2
32138,3,-99,-99,-99
32139,3,2,9,2
32140,3,2,6,1
32141,2,2,18,2
32142,1,0,-99,0
32143,1,2,-2,3
32144,1,0,11,2
32145,1,-99,-99,-99
32146,3,1,2,1
32147,3,2,2,2
32148,3,2,-99,0
32149,3,2,31,2
32150,1,2,8,1
32151,2,0,1,4
32152,2,2,2,1
32153,3,2,10,2
32154,3,2,7,2
32155,2,0,5,3
32156,0,2,9,1
32157,2,2,110,1
32158,1,2,22,1
32159,1,2,-99,0
32160,4,2,-99,0
32161,1,2,32,1
32162,2,2,12,2
32163,3,2,1,1
32164,3,2,33,2
32165,2,2,44,1
32166,3,0,5,2
32167,1,2,-99,2
32168,2,2,5,1
32169,1,2,10,2
32170,3,2,36,2
32171,3,2,2,2
32172,1,-99,-99,-99
32173,1,1,11,1
32174,1,2,10,2
32175,1,0,4,1
32176,2,2,6,2
32177,2,2,3,2
32178,1,2,61,1
32179,2,2,9,1
32180,2,2,-99,0
32181,2,0,40,2
32182,2,2,31,2
32183,3,2,5,2
32184,1,2,7,1
32185,3,2,-99,0
32186,3,2,5,2
32187,3,2,6,1
32188,2,2,2,2
32189,3,0,17,2
32190,3,2,5,1
32191,3,2,13,2
32192,3,2,4,2
32193,2,2,51,2
32194,3,2,-99,0
32195,3,2,12,1
32196,3,0,11,2
32197,3,2,91,2
32198,1,2,61,1
32199,2,2,47,1
32200,2,2,-99,1
32201,2,0,41,2
32202,2,2,-99,0
32203,3,2,-99,0
32204,3,2,4,1
32205,0,1,-99,0
32206,1,2,13,1
32207,2,-99,-99,-99
32208,3,2,10,1
32209,3,-99,-99,-99
32210,1,2,10,2
32211,2,2,2,2
32212,2,2,6,2
32213,1,0,3,2
32214,3,-99,-99,-99
32215,2,2,-99,0
32216,2,2,-99,0
32217,1,2,63,2
32218,3,1,19,1
32219,4,2,3,3
32220,3,2,-99,2
32221,3,2,7,2
32222,2,2,7,2
32223,2,2,17,2
32224,3,2,-99,0
32225,1,2,19,2
32226,2,0,59,2
32227,3,2,1,1
32228,3,-99,-99,-99
32229,1,2,3,1
32230,1,2,3,1
32231,3,2,13,1
32232,1,2,4,1
32233,1,-99,-99,-99
32234,2,2,5,1
32235,2,0,-99,0
32236,1,2,15,2
32237,2,2,10,2
32238,2,-99,-99,-99
32239,1,2,4,2
32240,2,2,8,1
32241,2,2,3,1
32242,2,2,8,2
32243,1,2,0,2
32244,1,2,10,2
32245,3,1,64,1
32246,2,2,46,2
32247,3,1,3,1
32248,2,2,-2,3
32249,3,0,14,1
32250,3,0,13,1
32251,2,2,-99,2
32252,3,-99,-99,-99
32253,3,1,9,1
32254,1,2,18,1
32255,2,-99,-99,-99
32256,1,2,6,2
32257,2,-99,-99,-99
32258,2,2,21,2
32259,2,2,2,1
32260,2,2,0,1
32261,2,2,9,2
32262,1,0,24,2
32263,2,2,-99,0
32264,2,2,0,3
32265,2,2,8,2
32266,2,2,80,2
32267,3,-99,-99,-99
32268,2,2,-99,0
32269,3,2,-99,2
32270,1,2,-99,0
32271,3,2,7,2
32272,3,2,10,2
32273,1,2,100,1
32274,3,2,5,2
32275,3,2,5,2
32276,2,2,12,2
32277,3,2,11,2
32278,1,2,6,2
32279,2,2,7,1
32280,2,-99,-99,-99
32281,2,2,5,2
32282,2,2,12,1
32283,2,2,-99,0
32284,1,0,27,2
32285,1,-99,-99,-99
32286,2,2,7,1
32287,2,2,1,1
32288,2,2,-99,0
32289,2,2,17,2
32290,3,2,108,2
32291,1,2,29,2
32292,2,-99,-99,-99
32293,3,2,12,2
32294,3,2,4,2
32295,2,-99,-99,-99
32296,3,0,6,2
32297,3,2,5,1
32298,1,2,9,1
32299,2,2,-99,0
32300,1,2,99,2
32301,2,2,1,1
32302,3,2,81,2
32303,2,2,-1,3
32304,2,2,-1,3
32305,2,2,-2,3
32306,2,2,15,2
32307,2,2,0,3
32308,1,2,6,2
32309,2,2,21,1
32310,3,2,15,2
32311,1,-99,-99,-99
32312,2,1,18,1
32313,2,-99,-99,-99
32314,1,2,52,2
32315,3,2,2,1
32316,1,-99,-99,-99
32317,2,2,4,2
32318,2,2,-99,0
32319,1,2,69,1
32320,1,1,10,1
32321,2,2,6,1
32322,2,-99,-99,-99
32323,1,2,1,2
32324,3,2,-99,0
32325,2,2,-99,0
32326,2,2,50,2
32327,2,2,7,1
32328,2,2,5,2
32329,2,-99,-99,-99
32330,1,2,9,2
32331,3,-99,-99,-99
32332,1,2,24,2
32333,2,1,83,1
32334,2,2,-99,0
32335,2,-99,-99,-99
32336,1,2,29,1
32337,3,2,2,1
32338,3,2,3,1
32339,3,2,1,1
32340,2,2,7,2
32341,2,2,47,1
32342,1,-99,-99,-99
32343,3,2,4,2
32344,1,2,0,3
32345,3,2,6,1
32346,2,2,95,2
32347,2,2,3,2
32348,3,2,2,1
32349,1,2,239,2
32350,1,-99,-99,-99
32351,2,2,-99,0
32352,1,2,1,1
32353,2,2,7,2
32354,2,1,7,1
32355,3,2,0,3
32356,2,2,11,2
32357,3,2,239,0
32358,1,2,15,1
32359,2,2,-99,0
32360,2,2,2,2
32361,3,-99,-99,-99
32362,3,2,17,1
32363,2,2,-99,0
32364,2,2,11,2
32365,1,2,7,2
32366,2,2,18,1
32367,3,-99,-99,-99
32368,3,2,5,1
32369,2,2,29,1
32370,1,2,22,1
32371,1,2,1,1
32372,2,2,-1,3
32373,3,2,-99,0
32374,1,2,6,2
32375,3,2,6,1
32376,1,-99,-99,-99
32377,2,2,-99,0
32378,2,2,-99,0
32379,3,2,14,1
32380,3,2,28,2
32381,3,1,46,1
32382,2,2,6,2
32383,2,1,1,1
32384,2,2,83,1
32385,3,2,-99,0
32386,3,2,-99,0
32387,2,-99,-99,-99
32388,1,-99,-99,-99
32389,1,1,30,1
32390,3,-99,-99,-99
32391,2,2,4,1
32392,3,2,3,1
32393,2,0,-1,3
32394,2,2,9,1
32395,3,0,54,2
32396,2,2,48,1
32397,1,2,3,2
32398,3,2,-99,0
32399,3,2,64,2
32400,1,0,7,1
32401,2,2,-99,0
32402,3,-99,-99,-99
32403,3,2,-1,3
32404,1,2,9,2
32405,3,2,7,2
32406,2,2,69,1
32407,3,0,10,2
32408,3,2,4,1
32409,1,1,5,1
32410,2,2,4,1
32411,1,2,-1,3
32412,3,0,18,1
32413,3,2,3,2
32414,2,2,-99,0
32415,1,2,43,2
32416,2,2,9,2
32417,1,2,-99,0
32418,2,2,3,3
32419,1,1,10,1
32420,1,2,39,2
32421,1,1,14,2
32422,1,2,-99,4
32423,2,2,6,1
32424,1,2,7,2
32425,2,2,2,1
32426,1,2,5,2
32427,2,2,-99,0
32428,3,2,42,2
32429,2,2,5,2
32430,2,2,5,2
32431,1,-99,-99,-99
32432,1,2,7,2
32433,3,-99,-99,-99
32434,3,2,0,3
32435,2,-99,-99,-99
32436,2,2,-1,3
32437,2,-99,-99,-99
32438,2,2,28,1
32439,2,2,39,2
32440,2,2,2,1
32441,3,2,-99,0
32442,2,2,3,2
32443,2,2,2,2
32444,3,2,-99,0
32445,3,2,6,2
32446,2,2,71,2
32447,1,2,4,2
32448,2,2,2,1
32449,3,2,3,1
32450,2,1,4,1
32451,2,0,5,1
32452,3,2,7,2
32453,1,0,3,2
32454,2,2,5,1
32455,2,2,-99,0
32456,2,2,-99,4
32457,2,1,36,1
32458,2,2,-99,0
32459,3,2,13,2
32460,1,2,-99,2
32461,3,-99,-99,-99
32462,1,2,-99,0
32463,1,-99,-99,-99
32464,1,-99,-99,-99
32465,1,1,26,1
32466,3,2,1,3
32467,1,2,-99,0
32468,2,0,-99,0
32469,2,2,27,2
32470,1,1,149,1
32471,2,2,17,1
32472,3,2,23,2
32473,2,2,-99,0
32474,1,2,2,1
32475,3,2,2,1
32476,1,2,14,1
32477,2,2,5,1
32478,2,-99,-99,-99
32479,3,2,6,1
32480,3,2,-3,3
32481,2,2,1,1
32482,2,0,6,1
32483,2,2,44,2
32484,2,-99,-99,-99
32485,1,2,11,2
32486,0,2,-6,3
32487,2,2,0,1
32488,2,2,-99,0
32489,2,-99,-99,-99
32490,3,2,68,2
32491,2,-99,-99,-99
32492,2,2,2,2
32493,2,2,13,2
32494,2,-99,-99,-99
32495,1,-99,-99,-99
32496,2,2,1,2
32497,3,2,0,3
32498,1,-99,-99,-99
32499,1,2,5,2
32500,3,2,-99,0
32501,1,2,5,1
32502,2,2,71,2
32503,1,0,19,2
32504,2,2,-99,0
32505,3,2,0,3
32506,1,2,9,1
32507,3,2,28,2
32508,2,2,5,1
32509,3,2,14,1
32510,1,2,1,1
32511,2,-99,-99,-99
32512,2,2,-1,3
32513,2,2,6,2
32514,2,2,3,2
32515,1,2,5,1
32516,2,2,1,2
32517,2,2,71,1
32518,1,0,8,1
32519,1,0,37,1
32520,2,1,29,1
32521,2,2,-99,0
32522,1,2,6,2
32523,2,1,7,1
32524,2,2,-1,3
32525,2,0,-99,2
32526,3,2,12,1
32527,2,1,44,1
32528,1,1,51,2
32529,2,1,57,1
32530,1,-99,-99,-99
32531,2,-99,-99,-99
32532,3,2,2,3
32533,3,2,1,3
32534,1,2,5,2
32535,0,2,5,2
32536,1,1,-99,0
32537,1,2,1,1
32538,2,2,5,2
32539,3,2,4,2
32540,1,-99,-99,-99
32541,1,-99,-99,-99
32542,1,-99,-99,-99
32543,1,0,9,1
32544,1,-99,-99,-99
32545,1,-99,-99,-99
32546,3,2,1,2
32547,2,-99,-99,-99
32548,2,2,-99,0
32549,2,-99,-99,-99
32550,2,-99,-99,-99
32551,2,2,-99,0
32552,2,-99,-99,-99
32553,1,2,4,2
32554,2,2,-99,4
32555,0,-99,-99,-99
32556,1,-99,-99,-99
32557,2,1,6,1
32558,2,0,14,2
32559,2,2,2,3
32560,1,2,-99,0
32561,1,-99,-99,-99
32562,3,1,1,2
32563,2,2,5,2
32564,1,2,28,2
32565,2,2,-99,0
32566,1,2,-99,0
32567,3,2,1,2
32568,2,2,16,1
32569,1,1,7,1
32570,2,2,67,1
32571,2,0,-99,0
32572,3,2,17,1
32573,2,-99,-99,-99
32574,1,0,-99,0
32575,2,2,57,2
32576,2,2,31,1
32577,2,2,2,1
32578,3,2,-99,0
32579,2,2,-99,0
32580,3,2,1,1
32581,2,2,0,1
32582,2,2,4,2
32583,3,2,60,1
32584,3,2,12,2
32585,3,0,19,2
32586,2,2,6,2
32587,2,-99,-99,-99
32588,1,2,-99,0
32589,1,-99,-99,-99
32590,2,-99,-99,-99
32591,3,2,13,1
32592,3,2,0,3
32593,2,2,0,2
32594,1,2,-99,0
32595,1,2,13,2
32596,3,0,14,1
32597,3,2,0,2
32598,2,2,6,2
32599,3,2,15,2
32600,1,-99,-99,-99
32601,2,2,-1,3
32602,1,-99,-99,-99
32603,3,1,3,2
32604,1,-99,-99,-99
32605,2,0,9,2
32606,3,2,6,1
32607,1,2,10,2
32608,2,2,46,2
32609,3,1,10,1
32610,2,2,6,1
32611,1,-99,-99,-99
32612,1,2,5,2
32613,2,0,-99,2
32614,2,-99,-99,-99
32615,2,2,10,1
32616,2,-99,-99,-99
32617,3,2,-99,0
32618,3,2,11,2
32619,1,-99,-99,-99
32620,2,2,0,3
32621,1,2,-1,3
32622,2,2,2,2
32623,2,2,43,2
32624,3,1,27,1
32625,1,2,78,1
32626,2,2,4,2
32627,2,2,-99,0
32628,1,2,21,2
32629,1,2,5,1
32630,2,2,2,2
32631,2,2,15,2
32632,2,2,5,2
32633,1,-99,-99,-99
32634,2,2,21,1
32635,2,1,10,1
32636,2,2,160,2
32637,2,-99,-99,-99
32638,3,-99,-99,-99
32639,1,2,5,2
32640,3,2,-99,0
32641,2,-99,-99,-99
32642,2,2,3,1
32643,3,2,-99,1
32644,3,2,1,3
32645,2,0,9,1
32646,2,1,22,2
32647,1,2,10,1
32648,1,2,-99,0
32649,2,-99,-99,-99
32650,3,2,0,2
32651,2,-99,-99,-99
32652,2,2,43,1
32653,1,2,26,1
32654,2,2,31,1
32655,1,2,7,1
32656,3,1,5,1
32657,1,2,0,1
32658,3,2,25,2
32659,2,2,5,1
32660,2,2,75,1
32661,1,2,29,2
32662,2,2,5,2
32663,1,2,-2,3
32664,2,2,66,1
32665,2,-99,-99,-99
32666,2,2,17,1
32667,1,2,29,2
32668,1,-99,-99,-99
32669,1,2,1,2
32670,1,2,4,1
32671,2,2,131,1
32672,1,2,36,1
32673,2,2,0,3
32674,2,2,3,2
32675,2,2,6,3
32676,2,2,0,2
32677,2,2,3,1
32678,2,1,21,1
32679,2,2,3,1
32680,3,1,32,1
32681,2,2,-99,0
32682,0,0,49,1
32683,1,2,3,1
32684,2,2,33,1
32685,2,2,0,2
32686,1,2,0,1
32687,1,2,15,2
32688,1,2,1,2
32689,2,2,3,1
32690,1,2,5,2
32691,2,2,11,2
32692,2,2,65,2
32693,3,-99,-99,-99
32694,2,2,-99,0
32695,2,2,9,1
32696,2,2,6,1
32697,3,2,3,1
32698,2,1,3,1
32699,2,2,-1,3
32700,1,2,5,2
32701,3,2,1,3
32702,2,2,1,1
32703,2,2,0,3
32704,2,-99,-99,-99
32705,1,2,88,1
32706,2,2,54,2
32707,1,2,66,1
32708,1,2,9,1
32709,0,2,-1,3
32710,1,2,24,2
32711,1,-99,-99,-99
32712,1,2,2,1
32713,3,2,8,2
32714,2,2,22,1
32715,2,-99,-99,-99
32716,2,-99,-99,-99
32717,3,0,2,2
32718,2,2,9,2
32719,3,2,2,2
32720,2,2,9,1
32721,1,2,66,2
32722,3,2,0,2
32723,2,2,4,1
32724,2,2,0,3
32725,3,2,7,2
32726,1,2,4,2
32727,1,2,1,2
32728,1,2,9,2
32729,1,2,42,2
32730,1,2,11,2
32731,1,2,93,2
32732,1,1,3,1
32733,1,2,-99,0
32734,2,0,4,2
32735,1,2,-99,0
32736,2,2,78,2
32737,1,-99,-99,-99
32738,1,-99,-99,-99
32739,3,2,5,1
32740,1,2,2,2
32741,2,2,18,1
32742,1,2,32,2
32743,2,2,1,2
32744,2,2,-99,0
32745,2,0,-1,3
32746,2,1,9,1
32747,3,2,8,2
32748,2,2,15,1
32749,2,2,3,1
32750,1,-99,-99,-99
32751,2,2,41,1
32752,2,2,7,2
32753,2,2,53,1
32754,2,2,1,1
32755,2,-99,-99,-99
32756,1,2,7,2
32757,1,2,-99,0
32758,1,2,11,2
32759,2,2,1,2
32760,1,2,29,2
32761,1,-99,-99,-99
32762,1,-99,-99,-99
32763,3,-99,-99,-99
32764,0,2,5,1
32765,2,-99,-99,-99
32766,1,2,45,2
32767,3,0,42,2
32768,3,2,0,1
32769,1,2,147,2
32770,3,2,15,2
32771,2,2,2,2
32772,1,2,76,1
32773,1,2,47,1
32774,2,2,4,1
32775,2,2,-1,3
32776,2,-99,-99,-99
32777,1,2,36,2
32778,2,2,-99,0
32779,3,0,2,2
32780,2,2,3,2
32781,1,2,-99,0
32782,2,1,10,1
32783,2,2,6,1
32784,2,2,6,2
32785,3,-99,-99,-99
32786,1,1,4,1
32787,1,2,47,1
32788,1,-99,-99,-99
32789,1,-99,-99,-99
32790,3,0,2,1
32791,3,2,5,1
32792,1,2,96,1
32793,1,2,30,1
32794,2,2,49,2
32795,1,2,-99,2
32796,1,1,2,1
32797,2,-99,-99,-99
32798,3,2,0,1
32799,1,-99,-99,-99
32800,2,2,138,1
32801,2,2,16,1
32802,1,-99,-99,-99
32803,2,2,8,2
32804,1,-99,-99,-99
32805,1,2,80,1
32806,2,2,51,1
32807,1,-99,-99,-99
32808,1,2,115,2
32809,2,2,5,2
32810,2,2,4,2
32811,2,2,20,1
32812,1,2,2,2
32813,1,2,34,2
32814,2,2,17,1
32815,2,2,-99,0
32816,1,2,5,2
32817,1,1,12,1
32818,1,-99,-99,-99
32819,3,2,0,4
32820,1,2,-99,0
32821,1,2,27,1
32822,2,2,68,2
32823,1,-99,-99,-99
32824,2,-99,-99,-99
32825,1,2,11,1
32826,1,2,40,1
32827,2,2,10,2
32828,2,0,11,1
32829,2,2,33,2
32830,2,-99,-99,-99
32831,2,2,14,1
32832,3,2,4,2
32833,2,2,1,2
32834,2,2,-2,3
32835,2,2,8,2
32836,2,2,3,2
32837,2,-99,-99,-99
32838,1,-99,-99,-99
32839,1,2,6,1
32840,1,2,6,1
32841,2,2,-99,0
32842,2,-99,-99,-99
32843,2,2,4,2
32844,1,2,34,2
32845,1,2,-99,0
32846,2,1,9,1
32847,2,2,3,1
32848,1,2,8,1
32849,1,2,31,1
32850,1,2,0,2
32851,1,2,98,1
32852,1,2,-99,0
32853,2,2,131,1
32854,1,2,159,2
32855,1,-99,-99,-99
32856,1,2,-99,0
32857,2,2,-99,0
32858,1,-99,-99,-99
32859,1,-99,-99,-99
32860,1,-99,-99,-99
32861,1,2,19,1
32862,1,0,-99,4
32863,1,2,69,2
32864,2,-99,-99,-99
32865,2,-99,-99,-99
32866,3,2,13,1
32867,2,2,9,2
32868,3,-99,-99,-99
32869,2,2,26,2
32870,2,-99,-99,-99
32871,1,-99,-99,-99
32872,2,1,4,1
32873,1,-99,-99,-99
32874,2,2,19,2
32875,2,-99,-99,-99
32876,0,2,3,1
32877,2,2,1,1
32878,2,0,-99,0
32879,1,2,7,1
32880,2,2,2,2
32881,1,2,16,1
32882,3,2,1,2
32883,3,2,1,1
32884,1,2,13,2
32885,3,2,-1,3
32886,2,2,-99,0
32887,1,2,52,1
32888,2,-99,-99,-99
32889,2,0,3,1
32890,1,2,-99,0
32891,2,2,-1,3
32892,2,-99,-99,-99
32893,2,1,-99,0
32894,1,2,13,1
32895,1,-99,-99,-99
32896,3,-99,-99,-99
32897,2,2,68,1
32898,2,-99,-99,-99
32899,1,2,-99,0
32900,3,-99,-99,-99
32901,1,1,12,1
32902,1,2,-1,3
32903,1,2,43,2
32904,1,2,7,2
32905,2,2,5,1
32906,2,2,1,1
32907,1,2,-2,3
32908,2,2,-99,0
32909,3,2,-99,0
32910,1,2,5,1
32911,2,2,84,2
32912,2,2,4,1
32913,2,2,1,1
32914,1,2,9,1
32915,2,2,-99,0
32916,1,2,35,2
32917,2,2,8,1
32918,1,2,14,2
32919,1,2,27,2
32920,2,2,-99,0
32921,2,2,5,1
32922,2,2,-99,0
32923,1,2,0,3
32924,2,2,8,1
32925,1,-99,-99,-99
32926,1,-99,-99,-99
32927,3,2,-99,0
32928,2,2,4,1
32929,2,2,-5,3
32930,1,2,-2,3
32931,3,2,49,1
32932,2,2,-99,0
32933,1,1,5,1
32934,1,-99,-99,-99
32935,1,2,2,2
32936,3,2,49,2
32937,2,2,106,2
32938,2,2,82,1
32939,2,2,-99,0
32940,2,2,-99,0
32941,2,2,10,2
32942,2,-99,-99,-99
32943,1,2,41,2
32944,1,2,-99,0
32945,1,-99,-99,-99
32946,1,1,27,1
32947,1,2,43,1
32948,1,1,11,1
32949,1,1,-99,0
32950,1,2,-99,0
32951,1,2,-1,3
32952,3,1,96,1
32953,1,-99,-99,-99
32954,1,2,-99,0
32955,2,-99,-99,-99
32956,2,-99,-99,-99
32957,2,2,3,2
32958,1,2,-99,0
32959,1,2,23,1
32960,1,2,76,1
32961,2,2,0,1
32962,1,2,-2,3
32963,1,2,12,1
32964,1,-99,-99,-99
32965,1,-99,-99,-99
32966,1,2,-1,3
32967,0,2,-99,0
32968,1,2,0,1
32969,1,1,-99,0
32970,1,2,-99,0
32971,1,2,-99,0
32972,2,1,-99,0
32973,1,2,-99,0
32974,1,1,21,1
32975,3,2,3,1
32976,1,2,130,2
32977,2,2,2,1
32978,1,2,33,1
32979,1,2,5,1
32980,1,1,2,1
32981,0,2,1,1
32982,2,2,0,3
32983,2,2,36,1
32984,1,-99,-99,-99
32985,2,2,-99,0
32986,1,-99,-99,-99
32987,2,2,4,2
32988,1,2,3,2
32989,3,2,3,2
32990,1,2,-99,0
32991,3,1,5,1
32992,2,-99,-99,-99
32993,1,2,9,2
32994,1,2,2,1
32995,2,-99,-99,-99
32996,1,2,-1,3
32997,1,2,-2,3
32998,2,2,2,1
32999,3,2,3,1
33000,2,2,2,1
33001,2,1,92,1
33002,1,2,66,1
33003,1,0,-1,3
33004,2,2,-2,3
33005,2,-99,-99,-99
33006,1,2,-99,0
33007,2,1,1,1
33008,1,2,-1,3
33009,1,-99,-99,-99
33010,0,2,107,1
33011,2,-99,-99,-99
33012,1,2,18,2
33013,1,2,-99,0
33014,3,2,15,1
33015,3,1,-99,0
33016,1,1,11,1
33017,1,2,11,2
33018,3,2,3,1
33019,1,2,-99,0
33020,1,2,-99,0
33021,1,2,-99,0
33022,2,-99,-99,-99
33023,2,2,-99,0
33024,1,2,24,2
33025,1,2,5,1
33026,2,2,10,2
33027,1,2,6,1
33028,1,-99,-99,-99
33029,2,1,1,2
33030,3,2,91,2
33031,2,2,10,1
33032,1,2,36,2
33033,2,-99,-99,-99
33034,2,2,7,1
33035,2,-99,-99,-99
33036,1,2,-99,0
33037,1,2,-99,0
33038,1,2,15,2
33039,1,2,21,2
33040,1,2,-99,0
33041,1,2,2,2
33042,1,2,47,1
33043,1,-99,-99,-99
33044,1,2,20,1
33045,2,2,4,2
33046,2,2,12,1
33047,1,2,19,1
33048,2,-99,-99,-99
33049,3,2,-99,0
33050,2,2,60,2
33051,2,-99,-99,-99
33052,1,2,26,2
33053,0,2,2,1
33054,2,-99,-99,-99
33055,1,2,1,1
33056,1,2,9,1
33057,2,2,12,2
33058,1,1,54,2
33059,2,2,75,2
33060,1,2,13,1
33061,2,2,5,2
33062,2,2,10,1
33063,1,2,47,2
33064,2,2,-99,0
33065,2,2,49,2
33066,2,-99,-99,-99
33067,1,2,17,1
33068,2,2,2,1
33069,1,2,0,3
33070,2,2,32,1
33071,1,-99,-99,-99
33072,1,-99,-99,-99
33073,1,-99,-99,-99
33074,1,-99,-99,-99
33075,2,2,50,1
33076,1,2,-99,0
33077,2,1,95,2
33078,1,2,-99,0
33079,2,2,2,2
33080,0,2,6,1
33081,1,2,9,2
33082,1,2,-99,0
33083,1,2,4,2
33084,1,2,0,1
33085,3,2,-99,0
33086,1,2,5,2
33087,2,0,9,2
33088,2,-99,-99,-99
33089,1,2,47,1
33090,1,-99,-99,-99
33091,1,2,1,2
33092,1,-99,-99,-99
33093,1,-99,-99,-99
33094,1,2,5,1
33095,1,2,0,3
33096,1,2,3,2
33097,2,2,0,3
33098,2,2,47,2
33099,3,1,70,1
33100,2,2,-99,0
33101,3,0,0,2
33102,1,2,13,2
33103,1,2,-99,0
33104,1,0,55,1
33105,2,2,-99,0
33106,2,2,57,1
33107,2,2,2,2
33108,1,2,53,1
33109,1,-99,-99,-99
33110,2,2,3,1
33111,2,2,5,2
33112,2,-99,-99,-99
33113,1,-99,-99,-99
33114,2,2,95,1
33115,1,2,13,2
33116,1,-99,-99,-99
33117,1,2,-99,4
33118,2,2,39,2
33119,3,2,2,1
33120,1,2,46,2
33121,1,-99,-99,-99
33122,1,-99,-99,-99
33123,1,2,12,1
33124,2,2,22,1
33125,1,2,62,1
33126,1,2,0,1
33127,1,-99,-99,-99
33128,3,2,-99,0
33129,2,2,12,2
33130,3,2,12,2
33131,1,-99,-99,-99
33132,1,2,125,2
33133,1,2,83,2
33134,2,2,13,1
33135,2,2,0,3
33136,1,2,-2,3
33137,1,-99,-99,-99
33138,1,2,36,1
33139,2,-99,-99,-99
33140,1,2,-1,3
33141,2,2,3,2
33142,2,1,7,1
33143,1,2,74,2
33144,2,-99,-99,-99
33145,0,-99,-99,-99
33146,1,-99,-99,-99
33147,1,0,5,2
33148,3,-99,-99,-99
33149,1,2,13,2
33150,2,2,4,1
33151,2,2,3,1
33152,1,-99,-99,-99
33153,0,2,2,2
33154,1,-99,-99,-99
33155,2,2,5,1
33156,1,2,41,1
33157,2,1,5,1
33158,1,2,-99,0
33159,1,2,167,2
33160,3,2,-99,0
33161,1,2,1,2
33162,2,1,4,1
33163,1,2,2,2
33164,1,2,2,2
33165,2,2,0,2
33166,1,2,-1,3
33167,1,2,47,2
33168,1,2,9,1
33169,2,2,3,2
33170,2,2,2,2
33171,0,2,0,3
33172,1,-99,-99,-99
33173,1,2,9,1
33174,1,-99,-99,-99
33175,1,2,-99,0
33176,1,2,1,2
33177,2,1,2,1
33178,1,2,4,2
33179,1,2,7,2
33180,1,2,-99,0
33181,2,-99,-99,-99
33182,2,2,53,2
33183,2,1,12,1
33184,1,2,22,2
33185,2,2,9,1
33186,0,-99,-99,-99
33187,1,1,15,1
33188,2,-99,-99,-99
33189,1,2,-99,0
33190,2,1,172,1
33191,1,-99,-99,-99
33192,1,2,13,2
33193,1,2,51,2
33194,1,-99,-99,-99
33195,1,2,86,2
33196,1,2,14,1
33197,0,2,3,2
33198,3,2,5,2
33199,1,2,9,1
33200,2,2,4,1
33201,3,2,-99,0
33202,2,2,9,1
33203,1,2,51,2
33204,1,2,2,1
33205,1,-99,-99,-99
33206,1,2,60,2
33207,2,2,2,1
33208,2,2,3,2
33209,1,-99,-99,-99
33210,2,2,-99,0
33211,1,2,0,1
33212,2,2,3,1
33213,2,-99,-99,-99
33214,1,2,3,2
33215,1,2,21,1
33216,1,-99,-99,-99
33217,1,2,12,2
33218,1,2,-1,3
33219,1,2,-99,0
33220,1,0,0,3
33221,1,2,6,1
33222,2,1,1,1
33223,2,2,3,1
33224,2,0,4,1
33225,1,2,-99,0
33226,1,-99,-99,-99
33227,2,2,5,1
33228,0,2,-3,3
33229,1,2,1,1
33230,2,2,-1,3
33231,1,1,73,1
33232,3,2,0,3
33233,2,0,80,1
33234,2,2,-99,0
33235,1,2,3,2
33236,1,2,24,1
33237,0,2,8,1
33238,1,2,142,2
33239,2,-99,-99,-99
33240,1,2,-99,0
33241,2,2,1,2
33242,1,2,3,2
33243,2,2,1,2
33244,1,-99,-99,-99
33245,2,1,-99,0
33246,1,2,-99,0
33247,1,2,-1,3
33248,1,2,0,3
33249,1,2,4,2
33250,2,2,0,1
33251,1,2,27,2
33252,1,2,9,2
33253,1,-99,-99,-99
33254,1,2,29,2
33255,1,2,0,3
33256,1,2,60,2
33257,1,2,0,3
33258,1,-99,-99,-99
33259,1,2,-99,0
33260,1,2,71,1
33261,2,-99,-99,-99
33262,1,2,14,2
33263,2,2,9,2
33264,2,2,-99,0
33265,1,2,5,2
33266,1,2,43,1
33267,2,2,-99,0
33268,2,2,-2,3
33269,1,2,-99,0
33270,1,2,0,1
33271,2,-99,-99,-99
33272,2,2,43,1
33273,1,-99,-99,-99
33274,1,-99,-99,-99
33275,1,2,-99,0
33276,1,2,1,2
33277,2,-99,-99,-99
33278,1,0,9,1
33279,1,2,-2,3
33280,1,-99,-99,-99
33281,1,2,9,1
33282,1,2,6,1
33283,1,2,68,2
33284,1,2,1,3
33285,1,2,0,3
33286,1,0,13,2
33287,2,2,4,2
33288,1,2,-99,0
33289,1,2,6,1
33290,2,-99,-99,-99
33291,1,2,0,3
33292,2,1,-99,0
33293,1,2,44,1
33294,1,2,1,1
33295,1,2,-99,0
33296,1,2,82,1
33297,1,-99,-99,-99
33298,2,2,2,2
33299,1,2,17,1
33300,1,2,0,3
33301,1,-99,-99,-99
33302,1,0,-99,2
33303,1,2,-99,0
